,index,,Multi_Cell_Image_Id,Multi_Cell_Image_Name,Single_Cell_Image_Id,Single_Cell_Image_Name,TableNumber,ImageNumber,Image_FileName_DAPI,Image_PathName_DAPI,Image_FileName_Tubulin,Image_PathName_Tubulin,Image_FileName_Actin,Image_PathName_Actin,Image_Metadata_Plate_DAPI,Image_Metadata_Well_DAPI,Replicate,Image_Metadata_Compound,Image_Metadata_Concentration,moa
31121,60753,60753,1094,Week1_150607_G03_s1_w19753BC26-1223-4DB6-A974-C7051D4A2C46,38,Week1_150607_G03_s1_w19753BC26-1223-4DB6-A974-C7051D4A2C46_38.npy,1,445,Week1_150607_G03_s1_w19753BC26-1223-4DB6-A974-C7051D4A2C46.tif,Week1_22141,Week1_150607_G03_s1_w22B0AFDFC-FBCB-4D16-A251-41358F5CA8FA.tif,Week1_22141,Week1_150607_G03_s1_w4CD663429-4A43-483F-BF6E-4F5C60FD6D8D.tif,Week1_22141,Week1_22141,G03,2,AZ-A,30.0,Aurora kinase inhibitors
181407,376513,376513,2929,Week7_230707_G02_s2_w1B5CBE42C-5E9F-4F2C-8094-23EF0BF691AA,245,Week7_230707_G02_s2_w1B5CBE42C-5E9F-4F2C-8094-23EF0BF691AA_245.npy,7,682,Week7_230707_G02_s2_w1B5CBE42C-5E9F-4F2C-8094-23EF0BF691AA.tif,Week7_34381,Week7_230707_G02_s2_w21669DE0F-A738-4733-B3FF-4ECF1A69DFC1.tif,Week7_34381,Week7_230707_G02_s2_w4236E92A4-9871-4322-AA52-7C68A538F20A.tif,Week7_34381,Week7_34381,G02,3,taxol,0.3,Microtubule stabilizers
71864,146528,146528,1859,Week3_290607_D04_s4_w1BF109782-7C43-4F34-8EA5-88294A427739,6,Week3_290607_D04_s4_w1BF109782-7C43-4F34-8EA5-88294A427739_6.npy,3,92,Week3_290607_D04_s4_w1BF109782-7C43-4F34-8EA5-88294A427739.tif,Week3_25421,Week3_290607_D04_s4_w2505B17DA-90EA-453B-953D-459443E3C227.tif,Week3_25421,Week3_290607_D04_s4_w4687262BE-3189-4652-A15B-5D2C67C8CE09.tif,Week3_25421,Week3_25421,D04,1,AZ-C,0.3,Eg5 inhibitors
41046,75957,75957,741,Week1_150607_B06_s3_w1CCCACB4D-5E40-47CF-88F3-746D89D5E90A,122,Week1_150607_B06_s3_w1CCCACB4D-5E40-47CF-88F3-746D89D5E90A_122.npy,1,2899,Week1_150607_B06_s3_w1CCCACB4D-5E40-47CF-88F3-746D89D5E90A.tif,Week1_22361,Week1_150607_B06_s3_w201220D23-2C77-4288-8AC1-E3C6434A2AFF.tif,Week1_22361,Week1_150607_B06_s3_w40FC175C3-62C8-4A61-A820-D20FBA663530.tif,Week1_22361,Week1_22361,B06,1,latrunculin B,1.0,Actin disruptors
82062,162248,162248,1881,Week3_290607_D06_s3_w1CD3AA815-8EEF-4169-ACEE-2FDFBDCADE89,3,Week3_290607_D06_s3_w1CD3AA815-8EEF-4169-ACEE-2FDFBDCADE89_3.npy,3,339,Week3_290607_D06_s3_w1CD3AA815-8EEF-4169-ACEE-2FDFBDCADE89.tif,Week3_25441,Week3_290607_D06_s3_w2291EAA64-885C-4983-BB27-57559E310D23.tif,Week3_25441,Week3_290607_D06_s3_w451691BCF-D7E2-430D-B3B6-9BEA6D958D36.tif,Week3_25441,Week3_25441,D06,2,AZ-C,0.03,Eg5 inhibitors
17119,33523,33523,513,Week10_200907_C08_s3_w1F45CA116-8B17-4FC0-8D39-F49301435CC3,31,Week10_200907_C08_s3_w1F45CA116-8B17-4FC0-8D39-F49301435CC3_31.npy,0,547,Week10_200907_C08_s3_w1F45CA116-8B17-4FC0-8D39-F49301435CC3.tif,Week10_40119,Week10_200907_C08_s3_w258A90CFA-84EF-47EA-842B-F2C1F0A02A29.tif,Week10_40119,Week10_200907_C08_s3_w47BD57EF6-A08A-4783-940C-A5F0D0C39221.tif,Week10_40119,Week10_40119,C08,3,AZ138,0.1,Eg5 inhibitors
153270,290987,290987,2303,Week5_130707_C11_s2_w16D959A53-0D20-4461-BFB1-82386E19A5D5,49,Week5_130707_C11_s2_w16D959A53-0D20-4461-BFB1-82386E19A5D5_49.npy,5,318,Week5_130707_C11_s2_w16D959A53-0D20-4461-BFB1-82386E19A5D5.tif,Week5_28921,Week5_130707_C11_s2_w2EB530BA1-25BA-480B-B7FC-3401CC09D95A.tif,Week5_28921,Week5_130707_C11_s2_w4C802A767-4B5F-491C-8984-4AE7B8023A49.tif,Week5_28921,Week5_28921,C11,2,taxol,0.3,Microtubule stabilizers
66416,135180,135180,1504,Week2_180607_G02_s3_w1CA9E57AC-FBC2-4644-A1B6-4C24FFC264EE,3,Week2_180607_G02_s3_w1CA9E57AC-FBC2-4644-A1B6-4C24FFC264EE_3.npy,2,3323,Week2_180607_G02_s3_w1CA9E57AC-FBC2-4644-A1B6-4C24FFC264EE.tif,Week2_24381,Week2_180607_G02_s3_w270541368-6A2C-44E1-914F-D779591C1F55.tif,Week2_24381,Week2_180607_G02_s3_w4043C64C0-0820-4E79-B0DE-BE3D90965DDA.tif,Week2_24381,Week2_24381,G02,2,taxol,0.3,Microtubule stabilizers
84734,164920,164920,2003,Week3_290607_E07_s4_w176224DB6-47F7-47E3-BF3A-AA299D6DBD6B,91,Week3_290607_E07_s4_w176224DB6-47F7-47E3-BF3A-AA299D6DBD6B_91.npy,3,384,Week3_290607_E07_s4_w176224DB6-47F7-47E3-BF3A-AA299D6DBD6B.tif,Week3_25441,Week3_290607_E07_s4_w2222182A1-4F76-4DF0-B0F7-D9BD05ED5335.tif,Week3_25441,Week3_290607_E07_s4_w496D6F391-34E0-44DD-8D6D-6042BCA7A37F.tif,Week3_25441,Week3_25441,E07,2,AZ841,0.3,Aurora kinase inhibitors
203660,431527,431527,3123,Week7_7__G05_s4_w1DF17E608-3A82-42F9-B6CA-0029BA1F6B3D,81,Week7_7__G05_s4_w1DF17E608-3A82-42F9-B6CA-0029BA1F6B3D_81.npy,7,3336,Week7_7__G05_s4_w1DF17E608-3A82-42F9-B6CA-0029BA1F6B3D.tif,Week7_34681,Week7_7__G05_s4_w2E5FACFFE-38DA-469B-826A-AFEE4C1772D1.tif,Week7_34681,Week7_7__G05_s4_w40F6918C6-7562-45E9-947C-DDC2FADEDA67.tif,Week7_34681,Week7_34681,G05,3,alsterpaullone,3.0,Kinase inhibitors
51737,98739,98739,809,Week1_150607_C11_s3_w1CD9B0EBB-3EAA-4536-A76E-031218AE0459,24,Week1_150607_C11_s3_w1CD9B0EBB-3EAA-4536-A76E-031218AE0459_24.npy,1,3439,Week1_150607_C11_s3_w1CD9B0EBB-3EAA-4536-A76E-031218AE0459.tif,Week1_22401,Week1_150607_C11_s3_w28ADBDFBC-0E0F-4857-987F-8B1031E26B5A.tif,Week1_22401,Week1_150607_C11_s3_w46DED9055-4A07-47D4-A061-673C07FEC7A0.tif,Week1_22401,Week1_22401,C11,3,taxol,0.3,Microtubule stabilizers
180254,373938,373938,2897,Week7_230707_E02_s2_w182895F08-11E3-4AB6-B2B8-1BEECE2862F4,528,Week7_230707_E02_s2_w182895F08-11E3-4AB6-B2B8-1BEECE2862F4_528.npy,7,602,Week7_230707_E02_s2_w182895F08-11E3-4AB6-B2B8-1BEECE2862F4.tif,Week7_34381,Week7_230707_E02_s2_w20D7A4185-362F-41B3-8831-03154F36BFC9.tif,Week7_34381,Week7_230707_E02_s2_w4B01B400E-80A0-488C-B95A-782F37FF2ACD.tif,Week7_34381,Week7_34381,E02,3,taxol,0.3,Microtubule stabilizers
87594,169390,169390,2151,Week3_290607_G02_s3_w191621303-72F3-49BA-B775-E242046020BA,20,Week3_290607_G02_s3_w191621303-72F3-49BA-B775-E242046020BA_20.npy,3,443,Week3_290607_G02_s3_w191621303-72F3-49BA-B775-E242046020BA.tif,Week3_25441,Week3_290607_G02_s3_w2D5D46456-2F7D-483D-BDED-8933D95C2FD9.tif,Week3_25441,Week3_290607_G02_s3_w44D8AA932-5189-4C20-A0AB-C0E54381D4EA.tif,Week3_25441,Week3_25441,G02,2,taxol,0.3,Microtubule stabilizers
11680,23402,23402,560,Week10_200907_D04_s3_w1A48C7588-55CD-4F84-99E6-599B6706ECBE,78,Week10_200907_D04_s3_w1A48C7588-55CD-4F84-99E6-599B6706ECBE_78.npy,0,331,Week10_200907_D04_s3_w1A48C7588-55CD-4F84-99E6-599B6706ECBE.tif,Week10_40115,Week10_200907_D04_s3_w28D986D98-DE46-4CBE-9ED4-1BD60FBD6C36.tif,Week10_40115,Week10_200907_D04_s3_w402639E47-45DC-4506-AFF9-4135D961D843.tif,Week10_40115,Week10_40115,D04,2,AZ-U,10.0,Epithelial
216047,461230,461230,3504,Week9_090907_B11_s4_w1CA973D93-5D06-4E22-83BE-19715A8ED7B9,3,Week9_090907_B11_s4_w1CA973D93-5D06-4E22-83BE-19715A8ED7B9_3.npy,9,280,Week9_090907_B11_s4_w1CA973D93-5D06-4E22-83BE-19715A8ED7B9.tif,Week9_39221,Week9_090907_B11_s4_w2F7BAA864-1E54-440F-9BDA-2403468B0FF6.tif,Week9_39221,Week9_090907_B11_s4_w46C3B6BA4-C7B9-4634-9746-475C7E6CB43B.tif,Week9_39221,Week9_39221,B11,2,taxol,0.3,Microtubule stabilizers
2474,5214,5214,518,Week10_200907_C09_s1_w19E788C35-6DD5-4B5B-A9CD-C8F7559B406C,42,Week10_200907_C09_s1_w19E788C35-6DD5-4B5B-A9CD-C8F7559B406C_42.npy,0,69,Week10_200907_C09_s1_w19E788C35-6DD5-4B5B-A9CD-C8F7559B406C.tif,Week10_40111,Week10_200907_C09_s1_w26D0D5210-D1B9-47BD-91B3-90BA90002F8E.tif,Week10_40111,Week10_200907_C09_s1_w4AABD4231-8CDA-471E-9FBF-7DCC278D0B03.tif,Week10_40111,Week10_40111,C09,1,AZ138,0.03,Eg5 inhibitors
198606,422008,422008,3043,Week7_7__E02_s4_w1878CF55D-BA66-4332-9711-A0C62737E95E,265,Week7_7__E02_s4_w1878CF55D-BA66-4332-9711-A0C62737E95E_265.npy,7,3244,Week7_7__E02_s4_w1878CF55D-BA66-4332-9711-A0C62737E95E.tif,Week7_34681,Week7_7__E02_s4_w22850762C-6FB4-4578-ACFB-993E97BBDABC.tif,Week7_34681,Week7_7__E02_s4_w414AE9CF8-10D3-4905-BC31-FA3121E9D991.tif,Week7_34681,Week7_34681,E02,3,taxol,0.3,Microtubule stabilizers
52230,100172,100172,882,Week1_150607_D05_s1_w1F4D7C048-D978-4EDF-9D8A-10C4DAA618EC,19,Week1_150607_D05_s1_w1F4D7C048-D978-4EDF-9D8A-10C4DAA618EC_19.npy,1,3453,Week1_150607_D05_s1_w1F4D7C048-D978-4EDF-9D8A-10C4DAA618EC.tif,Week1_22401,Week1_150607_D05_s1_w202070CC4-FFAB-4E46-8786-43EF4CEDC1AE.tif,Week1_22401,Week1_150607_D05_s1_w4678E81BD-EF65-49A3-9F6C-A228354C5782.tif,Week1_22401,Week1_22401,D05,3,epothilone B,0.3,Microtubule stabilizers
68378,141496,141496,1615,Week3_290607_B05_s2_w11E4F832A-C202-4C93-BA57-35AD72458F64,43,Week3_290607_B05_s2_w11E4F832A-C202-4C93-BA57-35AD72458F64_43.npy,3,14,Week3_290607_B05_s2_w11E4F832A-C202-4C93-BA57-35AD72458F64.tif,Week3_25421,Week3_290607_B05_s2_w275594959-9437-4291-AF87-5C1769153048.tif,Week3_25421,Week3_290607_B05_s2_w42DF15A30-7C6B-484D-A7FA-4C80EF8F62C2.tif,Week3_25421,Week3_25421,B05,1,vincristine,1.0,Microtubule destabilizers
105684,200619,200619,1609,Week3_290607_B05_s1_w132A26696-5035-4326-B16E-26616C8CF5EE,68,Week3_290607_B05_s1_w132A26696-5035-4326-B16E-26616C8CF5EE_68.npy,3,3133,Week3_290607_B05_s1_w132A26696-5035-4326-B16E-26616C8CF5EE.tif,Week3_25701,Week3_290607_B05_s1_w266A77BF5-9E4B-4B7E-B805-35731D9E7E57.tif,Week3_25701,Week3_290607_B05_s1_w4850E7D18-07BB-4212-B091-A76E9EDBFF86.tif,Week3_25701,Week3_25701,B05,2,demecolcine,1.0,Microtubule destabilizers
28757,57086,57086,848,Week1_150607_D03_s3_w1A7D68FF1-6199-48AE-977B-093D7F767C57,2,Week1_150607_D03_s3_w1A7D68FF1-6199-48AE-977B-093D7F767C57_2.npy,1,327,Week1_150607_D03_s3_w1A7D68FF1-6199-48AE-977B-093D7F767C57.tif,Week1_22141,Week1_150607_D03_s3_w2E6071FBA-6DDD-4195-9EFB-C1DB549446D3.tif,Week1_22141,Week1_150607_D03_s3_w49AD99521-83CE-4DC6-9F9E-B965775772B7.tif,Week1_22141,Week1_22141,D03,2,taxol,3.0,Microtubule stabilizers
188028,398628,398628,2991,Week7_7__C11_s1_w193A0DB91-2A9F-409E-9414-44C2237F96CC,7,Week7_7__C11_s1_w193A0DB91-2A9F-409E-9414-44C2237F96CC_7.npy,7,2957,Week7_7__C11_s1_w193A0DB91-2A9F-409E-9414-44C2237F96CC.tif,Week7_34661,Week7_7__C11_s1_w23A21B51F-7157-4F72-A141-3952A497812A.tif,Week7_34661,Week7_7__C11_s1_w4480A5095-8FAD-4257-BB5F-8A090B4C0C1A.tif,Week7_34661,Week7_34661,C11,2,taxol,0.3,Microtubule stabilizers
111309,211752,211752,1576,Week3_290607_B03_s2_w1027DBECB-47ED-4AC4-BA7C-E8481BABC6B5,9,Week3_290607_B03_s2_w1027DBECB-47ED-4AC4-BA7C-E8481BABC6B5_9.npy,3,3366,Week3_290607_B03_s2_w1027DBECB-47ED-4AC4-BA7C-E8481BABC6B5.tif,Week3_25721,Week3_290607_B03_s2_w2709611B0-E1DF-4B76-A57C-99A3C09AE78A.tif,Week3_25721,Week3_290607_B03_s2_w4BCEC7EF7-CC36-4300-AE64-64867FC5FA68.tif,Week3_25721,Week3_25721,B03,3,demecolcine,10.0,Microtubule destabilizers
13813,25535,25535,588,Week10_200907_D06_s4_w1E2BD8DD5-E55A-4CDE-B6EE-A6DC8C49AD42,171,Week10_200907_D06_s4_w1E2BD8DD5-E55A-4CDE-B6EE-A6DC8C49AD42_171.npy,0,340,Week10_200907_D06_s4_w1E2BD8DD5-E55A-4CDE-B6EE-A6DC8C49AD42.tif,Week10_40115,Week10_200907_D06_s4_w2C4483D78-ED38-41D2-B72B-D0198C92CC26.tif,Week10_40115,Week10_200907_D06_s4_w4A1E978A3-726F-419E-81EB-211FBBA77CA4.tif,Week10_40115,Week10_40115,D06,2,AZ-U,1.0,Epithelial
125038,240011,240011,259,E02_s4_w125032E5C-DE94-42D6-BD7B-E1C5DDB475DF,27,E02_s4_w125032E5C-DE94-42D6-BD7B-E1C5DDB475DF_27.npy,4,604,E02_s4_w125032E5C-DE94-42D6-BD7B-E1C5DDB475DF.tif,Week4_27542,E02_s4_w23B4D0C97-A19F-4128-B6AD-0072875D6100.tif,Week4_27542,E02_s4_w4FE0E0C2D-4FEB-40B8-A400-417179AC0A0B.tif,Week4_27542,Week4_27542,E02,3,taxol,0.3,Microtubule stabilizers
137958,264622,264622,369,G04_s3_w15D21B950-90F4-46FD-A4D2-9A7DEBD65D30,137,G04_s3_w15D21B950-90F4-46FD-A4D2-9A7DEBD65D30_137.npy,4,3331,G04_s3_w15D21B950-90F4-46FD-A4D2-9A7DEBD65D30.tif,Week4_27821,G04_s3_w2C1A1BF62-12C4-43E7-8B02-734DF90CEF8C.tif,Week4_27821,G04_s3_w444BF8E34-0B84-4A97-96D8-E9E9C1C0DD9D.tif,Week4_27821,Week4_27821,G04,2,mitomycin C,3.0,DNA damage
35525,68027,68027,894,Week1_150607_D05_s3_w1E744C602-12DE-4E6E-825D-4B5396CCF5E5,17,Week1_150607_D05_s3_w1E744C602-12DE-4E6E-825D-4B5396CCF5E5_17.npy,1,575,Week1_150607_D05_s3_w1E744C602-12DE-4E6E-825D-4B5396CCF5E5.tif,Week1_22161,Week1_150607_D05_s3_w289BB7BFC-0455-4740-A0C9-B96A9AF97A6C.tif,Week1_22161,Week1_150607_D05_s3_w499609D84-0F00-4B39-9119-D2896D570B4A.tif,Week1_22161,Week1_22161,D05,3,taxol,0.3,Microtubule stabilizers
100265,189693,189693,1713,Week3_290607_B11_s2_w131E0E90C-A9D7-4B63-A305-8F03A25AACA2,105,Week3_290607_B11_s2_w131E0E90C-A9D7-4B63-A305-8F03A25AACA2_105.npy,3,2918,Week3_290607_B11_s2_w131E0E90C-A9D7-4B63-A305-8F03A25AACA2.tif,Week3_25681,Week3_290607_B11_s2_w2F31A9353-EC00-42BF-94F0-7538D9D8E040.tif,Week3_25681,Week3_290607_B11_s2_w4A0A72041-3CD9-4085-987E-C5D8CB6D836B.tif,Week3_25681,Week3_25681,B11,1,taxol,0.3,Microtubule stabilizers
178937,372621,372621,2875,Week7_230707_D04_s3_w1D821B6C8-4C86-49EE-8C99-B5AF3BE5B982,0,Week7_230707_D04_s3_w1D821B6C8-4C86-49EE-8C99-B5AF3BE5B982_0.npy,7,571,Week7_230707_D04_s3_w1D821B6C8-4C86-49EE-8C99-B5AF3BE5B982.tif,Week7_34381,Week7_230707_D04_s3_w285D64A49-D4B3-4D72-BB6C-D236B8DADACF.tif,Week7_34381,Week7_230707_D04_s3_w4DED1E0CE-AE67-4C71-BF42-44176B711619.tif,Week7_34381,Week7_34381,D04,3,proteasome inhibitor I,3.0,Protein degradation
169049,342211,342211,2543,Week6_200607_B03_s4_w18BE7AB5C-F604-4AAE-A8A4-B91EE86A30F5,69,Week6_200607_B03_s4_w18BE7AB5C-F604-4AAE-A8A4-B91EE86A30F5_69.npy,6,488,Week6_200607_B03_s4_w18BE7AB5C-F604-4AAE-A8A4-B91EE86A30F5.tif,Week6_31681,Week6_200607_B03_s4_w2F4A3FFA7-17BF-4502-AD85-224D3A965527.tif,Week6_31681,Week6_200607_B03_s4_w42FC37A5E-0D28-4D06-9296-21C1D03B9D26.tif,Week6_31681,Week6_31681,B03,3,lactacystin,10.0,Protein degradation
34894,67396,67396,842,Week1_150607_D03_s1_w1DC28FBEE-00EB-4831-B26A-1042C83D533E,1,Week1_150607_D03_s1_w1DC28FBEE-00EB-4831-B26A-1042C83D533E_1.npy,1,565,Week1_150607_D03_s1_w1DC28FBEE-00EB-4831-B26A-1042C83D533E.tif,Week1_22161,Week1_150607_D03_s1_w2D35D26F0-D791-45AB-8C93-EA1783D79824.tif,Week1_22161,Week1_150607_D03_s1_w40BCA06A7-16C1-434D-A93B-CB710D30CA85.tif,Week1_22161,Week1_22161,D03,3,taxol,3.0,Microtubule stabilizers
157674,301889,301889,2356,Week5_130707_D11_s3_w1B8D1B9B6-DC7B-419F-8C7F-56D74E621221,19,Week5_130707_D11_s3_w1B8D1B9B6-DC7B-419F-8C7F-56D74E621221_19.npy,5,599,Week5_130707_D11_s3_w1B8D1B9B6-DC7B-419F-8C7F-56D74E621221.tif,Week5_28961,Week5_130707_D11_s3_w2A6E28A87-77BF-45D7-8949-BCA19052A09C.tif,Week5_28961,Week5_130707_D11_s3_w43DF093B9-CC44-4CDD-8903-DB05D0C84DDB.tif,Week5_28961,Week5_28961,D11,3,taxol,0.3,Microtubule stabilizers
83647,163833,163833,1964,Week3_290607_E02_s4_w1B4FE1BC5-4A88-4733-9683-26979A21134B,33,Week3_290607_E02_s4_w1B4FE1BC5-4A88-4733-9683-26979A21134B_33.npy,3,364,Week3_290607_E02_s4_w1B4FE1BC5-4A88-4733-9683-26979A21134B.tif,Week3_25441,Week3_290607_E02_s4_w27427B644-0422-4EFD-BD5B-68C9842AAE7C.tif,Week3_25441,Week3_290607_E02_s4_w4F091CFD2-DF6B-43AE-94D6-EA98127D4FDB.tif,Week3_25441,Week3_25441,E02,2,taxol,0.3,Microtubule stabilizers
59908,117833,117833,1224,Week2_180607_B06_s4_w1E5934440-94E9-4356-911C-613B00F48A47,58,Week2_180607_B06_s4_w1E5934440-94E9-4356-911C-613B00F48A47_58.npy,2,500,Week2_180607_B06_s4_w1E5934440-94E9-4356-911C-613B00F48A47.tif,Week2_24161,Week2_180607_B06_s4_w282911FA1-E8D7-4927-A141-F7D15C30D905.tif,Week2_24161,Week2_180607_B06_s4_w4E1CD196F-C76E-4BE3-AC36-232801930EDB.tif,Week2_24161,Week2_24161,B06,3,cytochalasin D,0.3,Actin disruptors
58955,115680,115680,1499,Week2_180607_G02_s2_w1D726DB13-B4C3-4426-895D-30B40E8E0A57,35,Week2_180607_G02_s2_w1D726DB13-B4C3-4426-895D-30B40E8E0A57_35.npy,2,442,Week2_180607_G02_s2_w1D726DB13-B4C3-4426-895D-30B40E8E0A57.tif,Week2_24141,Week2_180607_G02_s2_w23D5552A5-365B-41D2-9104-11A7892EEF46.tif,Week2_24141,Week2_180607_G02_s2_w43F75D088-A8A0-4459-B97C-5AB6E17F4D87.tif,Week2_24141,Week2_24141,G02,2,taxol,0.3,Microtubule stabilizers
7356,12024,12024,612,Week10_200907_E02_s4_w1FBA3AEDB-52C2-4EA3-A4F8-D177A11FFBC4,94,Week10_200907_E02_s4_w1FBA3AEDB-52C2-4EA3-A4F8-D177A11FFBC4_94.npy,0,124,Week10_200907_E02_s4_w1FBA3AEDB-52C2-4EA3-A4F8-D177A11FFBC4.tif,Week10_40111,Week10_200907_E02_s4_w2064A174F-E555-48CF-B09D-41D3213C590F.tif,Week10_40111,Week10_200907_E02_s4_w43D60A97E-3E80-4E45-861D-5DFECD72C03F.tif,Week10_40111,Week10_40111,E02,1,taxol,0.3,Microtubule stabilizers
211285,449746,449746,3324,Week8_4sites_E04_s2_w1B3A28C2F-4F82-4FFA-B373-F7C2E8DE4817,71,Week8_4sites_E04_s2_w1B3A28C2F-4F82-4FFA-B373-F7C2E8DE4817_71.npy,8,2770,Week8_4sites_E04_s2_w1B3A28C2F-4F82-4FFA-B373-F7C2E8DE4817.tif,Week8_38341,Week8_4sites_E04_s2_w2F150DDDA-4E60-4390-8277-0030807AEB60.tif,Week8_38341,Week8_4sites_E04_s2_w4DF258B11-3645-4E25-A0BF-3D4FBB6D678E.tif,Week8_38341,Week8_38341,E04,1,PP-2,10.0,Epithelial
186890,392047,392047,3108,Week7_7__G02_s2_w130FB17D6-CD4F-46EB-85AA-D615CDF13085,42,Week7_7__G02_s2_w130FB17D6-CD4F-46EB-85AA-D615CDF13085_42.npy,7,2842,Week7_7__G02_s2_w130FB17D6-CD4F-46EB-85AA-D615CDF13085.tif,Week7_34641,Week7_7__G02_s2_w2210490BC-3243-4086-8CBD-58DFBB6905E0.tif,Week7_34641,Week7_7__G02_s2_w483DD8083-5637-469A-B52C-11CCA6D34443.tif,Week7_34641,Week7_34641,G02,1,taxol,0.3,Microtubule stabilizers
194417,410363,410363,3115,Week7_7__G02_s4_w1535FE5D0-D794-464E-89B6-48E30BE422D9,120,Week7_7__G02_s4_w1535FE5D0-D794-464E-89B6-48E30BE422D9_120.npy,7,3084,Week7_7__G02_s4_w1535FE5D0-D794-464E-89B6-48E30BE422D9.tif,Week7_34661,Week7_7__G02_s4_w2B2420B42-BB65-4EBC-B2C2-61ADCA8CDFC3.tif,Week7_34661,Week7_7__G02_s4_w441A8A9F4-4F8F-4359-8126-17148E4C4A92.tif,Week7_34661,Week7_34661,G02,2,taxol,0.3,Microtubule stabilizers
100966,191167,191167,1770,Week3_290607_C07_s2_w1E26FB419-8465-47EA-B20E-D2286CAE2876,48,Week3_290607_C07_s2_w1E26FB419-8465-47EA-B20E-D2286CAE2876_48.npy,3,2942,Week3_290607_C07_s2_w1E26FB419-8465-47EA-B20E-D2286CAE2876.tif,Week3_25681,Week3_290607_C07_s2_w20DADCA2F-FB09-4151-BE74-DDF76FB6C19B.tif,Week3_25681,Week3_290607_C07_s2_w4242699DD-49FB-4000-965C-FC1391C60AD6.tif,Week3_25681,Week3_25681,C07,1,emetine,0.3,Protein synthesis
59475,116200,116200,1522,Week2_180607_G03_s4_w105751C7F-D8CD-45EC-9A1A-90D9B07155C5,128,Week2_180607_G03_s4_w105751C7F-D8CD-45EC-9A1A-90D9B07155C5_128.npy,2,448,Week2_180607_G03_s4_w105751C7F-D8CD-45EC-9A1A-90D9B07155C5.tif,Week2_24141,Week2_180607_G03_s4_w2D3BCFCBB-222F-4526-86FD-725D19245235.tif,Week2_24141,Week2_180607_G03_s4_w4EE1D7C20-322E-44E3-9881-48F66B399DE3.tif,Week2_24141,Week2_24141,G03,2,methotrexate,10.0,DNA replication
146882,279374,279374,2212,Week5_130707_B03_s2_w10CD8800B-344E-4DCF-8BA0-6DF11C50E409,109,Week5_130707_B03_s2_w10CD8800B-344E-4DCF-8BA0-6DF11C50E409_109.npy,5,6,Week5_130707_B03_s2_w10CD8800B-344E-4DCF-8BA0-6DF11C50E409.tif,Week5_28901,Week5_130707_B03_s2_w2126E8A90-DCEA-4F4A-8025-072D8D3D7266.tif,Week5_28901,Week5_130707_B03_s2_w4B8C7FC57-7182-4075-B4A2-5BDAE00F960E.tif,Week5_28901,Week5_28901,B03,1,AZ-J,10.0,Epithelial
82937,163123,163123,1914,Week3_290607_D09_s2_w1D7FC5EBC-C9F7-4A60-AE31-812F1519A165,45,Week3_290607_D09_s2_w1D7FC5EBC-C9F7-4A60-AE31-812F1519A165_45.npy,3,350,Week3_290607_D09_s2_w1D7FC5EBC-C9F7-4A60-AE31-812F1519A165.tif,Week3_25441,Week3_290607_D09_s2_w21B9F2F1E-CCA0-436A-B11A-FF2C34482489.tif,Week3_25441,Week3_290607_D09_s2_w4D624DBC8-045C-416A-9E88-33EA7BE62A7F.tif,Week3_25441,Week3_25441,D09,2,AZ-C,0.001,Eg5 inhibitors
83350,163536,163536,1943,Week3_290607_D11_s4_w158E4A38A-0B5E-4480-A247-80ED98A7E81C,1,Week3_290607_D11_s4_w158E4A38A-0B5E-4480-A247-80ED98A7E81C_1.npy,3,360,Week3_290607_D11_s4_w158E4A38A-0B5E-4480-A247-80ED98A7E81C.tif,Week3_25441,Week3_290607_D11_s4_w2100E3210-8CEC-4D94-9A10-E3F1E55BD667.tif,Week3_25441,Week3_290607_D11_s4_w4071EF438-0F8F-433B-BFEC-2615DF353345.tif,Week3_25441,Week3_25441,D11,2,taxol,0.3,Microtubule stabilizers
222760,478798,478798,3461,Week9_090907_B04_s1_w14E138FFB-E6B0-4B9D-9FBB-B1A0F4ACD9BD,43,Week9_090907_B04_s1_w14E138FFB-E6B0-4B9D-9FBB-B1A0F4ACD9BD_43.npy,9,3129,Week9_090907_B04_s1_w14E138FFB-E6B0-4B9D-9FBB-B1A0F4ACD9BD.tif,Week9_39283,Week9_090907_B04_s1_w28289B0F1-54EB-4983-8859-A917D6F75CC7.tif,Week9_39283,Week9_090907_B04_s1_w4BEC8092F-76E0-4F8D-B701-0085CE6879D9.tif,Week9_39283,Week9_39283,B04,2,floxuridine,30.0,DNA replication
16632,33036,33036,498,Week10_200907_C07_s2_w181F06661-20C6-4B37-B714-BC3487190CC3,141,Week10_200907_C07_s2_w181F06661-20C6-4B37-B714-BC3487190CC3_141.npy,0,542,Week10_200907_C07_s2_w181F06661-20C6-4B37-B714-BC3487190CC3.tif,Week10_40119,Week10_200907_C07_s2_w2C6522E21-870F-4992-B569-299F886C14EB.tif,Week10_40119,Week10_200907_C07_s2_w4A6446285-7E38-4A0B-A815-D52F09F734F5.tif,Week10_40119,Week10_40119,C07,3,AZ138,0.3,Eg5 inhibitors
